source_x,source_y,source_z,dest_x,dest_y,dest_z,battery_level,drone_speed,distance,path_length,obstacles,battery_consumption,flight_time
84.772133985359,24.787523972782633,79.57884114039591,94.51376048518789,25.72779381303726,53.459455739541674,77.49118762510369,7.539061309668157,27.892753323274096,27.892753323274096,,6.185259103403082,3.6997647555278785
24.173527653495174,8.024140884115482,52.626816323528594,81.67321450973174,54.286757692039565,43.23510880767992,75.48707546903015,4.440644470058975,74.39521404327924,74.39521404327924,,10.25065503015588,16.753247089445832
27.05974834447321,15.193955957268457,48.69458173826662,53.81399795255988,42.558831853316356,73.46588903062029,64.45113588596107,6.189019424760694,45.587761185104526,45.587761185104526,,8.245309630370205,7.365910180006784
44.14618735495296,2.7865334813017673,84.99193531716287,71.38771229296383,60.387456215575405,54.65996887296676,66.92027417091677,9.706572160185097,70.56908082977891,70.56908082977891,,16.73223250289509,7.270237079083665
86.48823681982006,58.81467907028017,29.149553818037088,3.378238217370899,94.17081891589946,64.56360688230481,88.24208088997175,5.2424903235222375,97.01280145898716,97.01280145898716,,13.366837071667133,18.505098812239257
31.886322232570397,75.84611013458394,17.854988620552458,62.82358677920327,69.80861928666168,91.85313781663218,91.09445876587311,6.247864623564583,80.43190733665568,80.43190733665568,,13.000536247946512,12.873503538040332
27.950818266496835,62.21418341560282,74.37395225089702,27.51001570892789,76.60691951500128,53.20693656872454,63.739561496504095,5.04523431364478,25.60054124839986,25.60054124839986,,3.5710321429700036,5.074202634982379
13.51209066814536,32.94557397962499,96.40456397126299,70.81043778520181,27.629722842603144,81.53860483114136,85.67281893677753,3.577392919384838,59.43362345350848,59.43362345350848,,8.149852483490093,16.613669449462815
62.32714042522088,90.01297260318651,80.72152218913504,73.1559246115231,29.716400111326948,77.15000728418117,87.54347788396913,9.710166545566437,61.36525841170957,77.70149901701339,"83.51,31.74,68.26,4.00",20.025337019084024,8.002076859587037
63.68975766827215,75.51264491864923,17.79996205063521,87.58112051400437,45.468936790779935,21.331140458514465,84.49346067878999,7.109066496831047,38.54725460583809,46.56169733643091,"85.10,37.65,35.35,4.17",10.618590003047911,6.549621860646029
74.05902447999043,52.80077187459467,62.37842555858648,59.97781963550579,50.060201342729535,96.17433258955924,72.13402627652304,3.1948981043609512,36.71449834545774,43.264392779612194,"55.58,39.75,75.59,6.73",3.7547254782238824,13.541712870453503
75.52138140484533,22.209366888241476,19.087915371762897,97.44421700194764,57.932206995614145,13.833668713242686,88.6236392144893,9.790249862225153,42.2414385870446,42.2414385870446,,11.227461481915089,4.314643566966518
29.99168652341001,7.861479612183542,19.788242318009708,99.16404839590352,99.07149231305726,72.96939454948952,80.69796688175256,8.21695626215709,126.22328238712764,159.6114129617644,"64.95,68.05,45.03,6.10;88.58,55.99,52.31,4.02;62.08,67.65,56.80,5.19",32.111582561373844,19.424639473481108
6.815927958981549,11.74194403293043,31.53702838553044,49.43204605068302,21.222972387935556,87.53482548490933,70.26942637926454,2.569688688486104,71.00546950663353,71.00546950663353,,4.009947286215642,27.63193449260401
3.947896322128719,75.8952933007909,3.0122311456503015,13.950148688284392,60.50113935811048,12.002161678202139,69.47981117803135,8.3586520836565,20.441229879518442,29.74563669880771,"15.29,71.20,-6.03,6.13",6.51454799067657,3.558664291933952
4.589436590701834,8.542084963466223,68.8008394104652,36.55016377064435,10.468335558816378,53.06493019522984,99.59411921063084,9.471272748718622,35.67656600707154,35.67656600707154,,8.657678267907697,3.766818563207174
77.28765566035068,70.04525815761964,87.73695979368784,47.712948817875755,18.12320559964342,55.43833435344674,85.11913922319812,4.3697928394756085,67.92469383059866,67.92469383059866,,9.027582439421955,15.544145071817608
26.43634458143569,78.24358006512531,25.370962265287535,37.93920718489125,96.47181092760063,18.273862355716364,61.891513916917255,5.913740108435732,22.69257754368395,22.69257754368395,,4.329815194885826,3.8372632424806468
63.18898562157852,42.773368708290846,32.10513798455432,88.16277256037992,82.28612668484837,72.29103151715294,67.30507449725164,3.036356513493046,61.64295674277808,61.64295674277808,,5.601180604056397,20.30162020462597
21.33482393538173,18.141226576468682,82.89430122357291,13.422306781629478,11.32832713646894,33.940588344286525,69.15335915247323,7.05253660742548,50.05486520964353,57.44830600711775,"16.99,10.48,66.42,5.48",8.712515590825392,8.145765021145943
65.93273033130174,87.57970315915598,61.76637733754713,15.778429956632378,11.435881783528934,25.876898776529544,69.51034847813531,2.2824315542246083,97.98668302957142,109.2607408909236,"27.32,38.96,30.52,5.82;47.70,68.09,51.30,2.14",5.548180170526449,47.87032526284971
15.838089901624365,64.0766883766767,61.42069800147756,70.1428549028723,58.22722629723596,44.425592803543815,62.037388727136275,7.278137908362865,57.20189952395299,79.86450191319709,"41.03,73.89,45.05,3.79;49.23,63.57,57.41,6.42",16.313752586716372,10.973205360869798
61.62365126696754,62.62637218136924,59.53603943052441,82.5015043424192,37.99242756526634,54.54950671840514,71.56287162470188,9.070807946613124,32.6738654719396,32.6738654719396,,7.1314229876505735,3.602089876033527
80.824897472578,26.050544619725002,97.06779047430516,17.154693523012675,27.224042064312748,52.388930773794826,70.17650325210073,5.388338563212435,77.79121075911844,86.95480006216184,"33.45,22.54,74.14,3.06",14.262647052453048,16.13759028725932
52.03300373085734,32.94607568642508,39.243656700209385,66.34410780106789,52.89598339651867,72.46070150432938,87.37257249968806,5.148540978634759,41.305914623314706,41.305914623314706,,7.099932744318,8.022838857595694
1.5600316445890328,59.10636406134778,8.552051730088738,91.31414394674395,69.25738071836098,43.04167446801518,84.346652506116,9.608234046229683,96.68700993889142,124.41852609977788,"10.94,58.16,20.11,6.92;38.61,66.41,26.79,6.89",47.35016029148312,12.949156473618615
36.29537468422366,65.88485831030741,93.36927319424375,93.84289233407394,9.221086157823411,25.854719359789712,80.8605898768372,5.382902607541072,105.26497442964512,105.26497442964512,,19.018214732939843,19.55542986829749
45.146641111147815,19.71762265460778,62.351294935545724,83.58971563351597,68.41357789567937,11.521755216081242,60.43841734134104,3.669698014293778,80.20478878262455,80.20478878262455,,8.234910142482585,21.855964297394564
88.46929748698554,36.53706050977147,66.54089632930378,11.766836862948281,54.35533029643855,6.351837110339787,68.90448369226606,9.253754940366534,99.11347564098634,114.212041656337,"30.72,59.79,20.32,2.47;25.95,60.47,33.13,7.67;68.62,47.14,57.06,2.02",37.887283423057944,12.342237544904464
51.49141235198591,28.453362085907685,59.53862876146784,82.75384604867429,96.44056619608828,13.04127399180498,62.8728812538576,4.96108785146184,88.09996415399432,97.67608727570271,"88.24,90.01,16.51,6.59;58.90,35.01,46.05,4.46",14.525763161346022,19.688441366125247
74.9009884299933,24.183016921773483,36.03160163186408,48.576807060876746,43.23734276885439,33.62439261310526,83.57598216222864,7.472336363623279,32.585648888749674,47.00853299467411,"66.85,27.35,45.77,3.08;73.65,35.12,43.18,4.28;67.99,32.06,30.51,6.89",12.928785193689787,6.291008689533889
45.90839521044096,21.767391679221216,48.795377621682476,80.03995077676976,23.96408488123655,13.517944576166819,73.65071189861189,4.346057392468547,49.13538265529242,49.13538265529242,,5.586266911287447,11.305737181575433
73.28107984547438,90.64855002934932,19.058284137404534,94.20195079336054,34.884316674363504,74.05177913462906,96.93132421762287,5.755428374158018,81.06551088408176,112.16747342375547,"97.90,55.26,68.54,3.57",21.88738403909456,19.48898780973273
52.23994802872978,54.08724100241692,43.28492760150821,43.43909684168926,61.16162045991107,42.121087953423064,85.92492641300315,2.8623000889080394,11.351491049703675,11.351491049703675,,0.9055749632425176,3.965863360621367
68.03641476900691,50.01914210258642,70.19064137808604,40.948705695683984,60.746705413749055,47.37714270367608,95.11282503491518,8.356501698913437,37.00378790344698,37.00378790344698,,7.379665285105353,4.428143406978357
87.42944433617626,37.509295604021794,77.09617182411445,55.21340929539029,65.02168428618387,84.85981933773888,89.91767615416927,9.73588414195033,43.07062418242062,58.619897448602096,"80.33,38.34,77.47,4.52",12.28877903981816,6.0210142801534134
95.05391403268315,83.03710208607745,17.612835316569264,63.37895857397141,94.32492617300602,76.08376169691165,83.61214765670314,7.253547674849543,67.45047818736526,85.1707282555483,"81.29,79.87,66.13,5.53",17.59915058345722,11.741940919594901
55.39680218089739,27.05330965489996,54.343764055599245,48.34208064873344,47.755409428715446,59.86962298691988,99.10584686373315,8.489449649438818,22.558394177561595,22.558394177561595,,6.851915804199629,2.657226923897568
53.81883927299928,42.80259219927262,36.82482217022677,25.81933847073634,52.06096714439546,77.38501440001053,92.43317564368346,2.5807243498498336,50.14796850837941,60.802951125822254,"25.97,63.02,59.62,6.89;26.52,34.05,51.49,6.20",4.218872779760883,23.56042059639583
79.91864445296717,13.237765264562073,83.9540381539382,85.1051451060368,91.43909295486915,26.93929541086868,73.5372096068071,7.655653970971082,96.91763684494933,96.91763684494933,,24.89390740093068,12.659615653012045
2.6071857750924132,51.37354585979996,2.6160788876714802,46.63313374694993,95.07114769001117,24.40066049868883,95.35223216656587,6.650582492521701,65.7444484082075,82.60789547948153,"22.85,67.30,21.88,4.65;13.24,50.92,21.76,3.12;32.59,76.05,6.62,3.12",18.484004765351024,12.421151917500552
64.45865192968296,36.1592226350805,65.55062729021594,31.622616407654323,4.869070822880673,31.800609688805537,68.22902708648036,3.4562270325578766,56.53620536726842,56.53620536726842,,6.4327561316715975,16.357781139576133
25.268453273665493,31.088274082254628,68.64746930875984,27.519457490290588,88.67533720008777,88.7880202289462,71.61168498634166,2.7636050792301834,61.04898565815145,61.04898565815145,,5.679076189642424,22.09034355775499
3.390965652897271,19.103868645899414,9.263468804408825,66.31843566481209,67.89057988844306,30.969075252617763,77.03073966396236,9.001095586484151,82.52964938280243,82.52964938280243,,20.129719790151892,9.16884490225025
46.77178718360121,99.85384661361401,78.79653259607038,79.62617741177401,40.26502818985925,19.76121777533033,89.21539206042485,8.925241920980703,90.08555175158867,90.08555175158867,,30.939280493631607,10.09334565372656
88.90935837843314,10.255368790612396,64.60688447727274,94.06494612089286,76.37300259357175,83.20657227566302,88.03101200091153,7.64297793692746,68.87720937196877,68.87720937196877,,15.14155391590249,9.011828889258574
24.553900992031565,17.79353157365735,39.71174732798297,95.94405152735763,10.441134612027813,53.050390935808636,69.26580746782618,4.284545878640125,72.9967858733142,72.9967858733142,,12.233967692985148,17.037228201296028
72.59366746072493,77.44430860512905,82.53059990964908,23.231462286913064,6.139813524072679,21.4307335221681,79.38556810631889,2.9631938230486625,106.08558804547354,144.16502750391717,"52.22,51.60,50.77,6.12",13.511218954987395,48.65190605574155
63.98000959876454,13.520039108530845,35.083212175012925,71.50185292615639,77.19627432387671,1.7101657139381055,67.97220878010154,7.3866161613071,72.28417038560337,93.772052288313,"79.39,66.11,-1.79,4.76",16.153659381712675,12.694859221129416
85.07179671940544,24.000645140412313,21.808963190545395,57.233328784988444,34.59469607626774,38.15455602877799,88.24636339069272,7.258928934601262,33.97635379790397,33.97635379790397,,5.383721559972971,4.680629071314956
76.57662785177284,92.59589159279508,7.1253941208227145,82.78268298712347,55.928534720148704,31.70871345098537,79.47801443459274,7.853792383116121,44.57970131862447,58.3346498619138,"90.27,62.76,36.90,5.97;88.50,72.74,22.42,5.78;82.85,80.23,20.84,6.02",11.333309794791232,7.427577279394362
47.36345665303098,18.213976311781664,85.39616899705894,39.61696282929667,51.53019689272958,55.55485082912838,82.69518466304083,9.027923589734291,45.39254333433183,63.619953204753436,"43.44,27.44,62.38,2.97",16.642220014809986,7.047019458283418
56.28970850325386,93.81986363920974,69.4285755742839,25.09599948669513,98.83276185255873,91.37434557485513,84.45905766586874,9.654045401488403,38.4680835450001,38.4680835450001,,14.595710839285807,3.9846594816168275
57.206868008663704,4.554968295031847,93.06104267297931,50.38694387194489,68.18380476086247,42.89125611429749,66.32973412392977,2.402889087228335,81.31511346957407,81.31511346957407,,4.695665075025654,33.84056047437827
49.5989156148364,35.61608898834558,50.214056786402715,96.0260168500498,59.644094510091506,51.23337559944944,60.99696859153961,3.8293333222229258,52.28632506975832,73.19180263791672,"90.22,46.83,53.56,4.85;49.68,55.93,38.27,3.43;70.54,49.05,49.02,3.54",9.95741047467244,19.113458265218064
6.531325318546344,11.100827220843412,11.54108359356021,22.12023299147986,16.12238893958109,32.92223241310908,66.8483433086651,9.925728559939122,26.932947283467385,39.138193215730624,"21.48,6.07,20.75,3.93;3.92,4.40,37.29,6.70;15.25,25.33,5.47,5.64",8.317769818680887,3.9431053327102745
31.992183090597525,5.782768327437937,64.38642196111512,0.4677224430705951,60.57969307359953,2.483690416530937,90.7391658129234,3.8602539336596315,88.47848751778496,88.47848751778496,,10.254863959254553,22.92038011963239
8.090034944904334,73.52788545933096,43.753247447681396,98.59883836263852,77.75332588960832,15.726063894433773,66.86155216220101,5.783568933845996,94.84313818546552,94.84313818546552,,19.942263040207816,16.398721839457025
